M HIP_ID Dist RA_J2000 DEC_J2000 V_MAG Parallax PM_RA PM_DEC CCDM Sp_Type HIP_ID_STR FLUX_J FLUX_H FLUX_K
M 37050 N/A 07:36:49.71 -63:18:01.4 8.28 3.74 -8.68 12.89 -------- A0V hip37050 8.211999893188477 8.232000350952148 8.222000122070312
M 37167 N/A 07:38:15.59 -34:58:49.3 7.85 5.28 -0.16 -6.83 -------- A0V hip37167 7.702000141143799 7.75 7.665999889373779
M 37212 N/A 07:38:38.02 -60:37:45.8 7.64 4.1 -6.73 30.79 -------- A0V hip37212 7.51200008392334 7.572999954223633 7.48799991607666
M 37306 N/A 07:39:31.41 -47:32:53.5 8.08 2.88 -9.65 6.1 -------- A0V hip37306 7.676000118255615 7.671000003814697 7.605999946594238
M 37388 N/A 07:40:29.02 -30:02:58.0 7.8 1.67 -5.94 5.14 -------- A0V hip37388 8.142000198364258 8.194000244140625 8.255999565124512
M 37396 N/A 07:40:40.89 -55:39:05.6 7.68 2.36 1.97 -3.13 -------- A0V hip37396 7.48199987411499 7.484000205993652 7.440000057220459
M 37478 N/A 07:41:35.16 +03:37:29.2 5.95 6.47 -2.2 -20.11 -------- A0V hip37478 5.921999931335449 5.928999900817871 5.918000221252441
M 37787 N/A 07:44:56.02 -13:41:41.3 8.17 4.05 -14.32 4.11 -------- A0V hip37787 8.024999618530273 8.067999839782715 8.02299976348877
M 37808 N/A 07:45:08.16 -48:54:55.2 7.84 2.71 -9.83 -5.78 -------- A0V hip37808 7.625999927520752 7.626999855041504 7.605999946594238
M 37872 N/A 07:45:46.28 -29:57:00.2 8.96 2.66 0.92 -1.58 -------- A0V hip37872 8.807999610900879 8.880999565124512 8.826000213623047
M 38059 N/A 07:48:02.42 -44:16:12.3 8.71 2.55 -20.54 13.04 -------- A0V hip38059 8.506999969482422 8.484000205993652 8.475000381469727
M 38079 N/A 07:48:12.47 -24:34:37.9 6.85 5.95 -30.45 6.36 -------- A0V hip38079 6.848999977111816 6.920000076293945 6.875999927520752
M 38095 N/A 07:48:22.93 -23:40:00.2 11.78 1.32 0.8 3.06 -------- A0V hip38095 11.675999641418457 11.663999557495117 11.63599967956543
M 38125 N/A 07:48:45.82 -26:37:07.2 9.05 0.69 -7.03 8.83 -------- A0V hip38125 8.994999885559082 9.02299976348877 9.024999618530273
M 38142 N/A 07:48:59.96 -26:32:43.3 8.82 2.37 -7.62 1.03 -------- A0V hip38142 8.659000396728516 8.715999603271484 8.64799976348877
M 38337 N/A 07:51:09.69 -42:57:22.8 8.99 3.44 -11.54 11.5 -------- A0V hip38337 8.664999961853027 8.583000183105469 8.5600004196167
M 38449 N/A 07:52:36.43 +55:12:34.0 6.36 7.41 -21.76 -42.2 -------- A0Vn hip38449 6.3429999351501465 6.343999862670898 ""
M 38577 N/A 07:53:57.35 -40:59:01.8 8.63 3.0 -9.04 5.53 -------- A0V hip38577 8.597999572753906 8.664999961853027 8.640000343322754
M 38583 N/A 07:54:01.89 -55:40:05.2 9.18 2.02 -3.78 7.51 -------- A0V hip38583 8.812999725341797 8.793000221252441 8.701000213623047
M 38668 N/A 07:55:00.59 -23:27:55.3 6.99 5.93 -12.3 2.75 -------- A0V hip38668 6.821000099182129 6.849999904632568 6.7829999923706055
M 38722 N/A 07:55:39.89 +19:53:02.2 5.38 9.61 -14.67 -39.79 -------- A0Vs hip38722 5.353000164031982 5.390999794006348 5.376999855041504
M 38758 N/A 07:56:04.56 -49:00:01.3 8.6 2.7 -9.47 4.79 -------- A0V hip38758 8.383000373840332 8.401000022888184 8.34000015258789
M 38789 N/A 07:56:21.70 -20:27:47.8 6.84 5.68 -9.56 -11.11 -------- A0V hip38789 6.710000038146973 6.745999813079834 6.676000118255615
M 38816 N/A 07:56:38.89 -43:16:42.0 9.26 2.99 -8.04 10.04 -------- A0V hip38816 9.157999992370605 9.13599967956543 9.107000350952148
M 38850 N/A 07:57:00.59 -29:44:45.9 9.78 2.7 -6.94 2.15 -------- A0V hip38850 9.70300006866455 9.687999725341797 9.694999694824219
M 38866 N/A 07:57:14.80 -14:31:06.5 8.73 0.59 -0.83 -5.96 -------- A0V hip38866 8.531999588012695 8.567999839782715 8.520000457763672
M 38885 N/A 07:57:25.86 -00:38:09.1 7.16 7.57 -21.32 -8.83 -------- A0V hip38885 7.0929999351501465 7.133999824523926 7.105000019073486
M 38945 N/A 07:58:05.89 +07:12:48.7 6.42 3.87 -11.96 -10.26 -------- A0V hip38945 6.433000087738037 6.433000087738037 6.466000080108643
M 39043 N/A 07:59:16.71 -16:50:46.8 8.54 3.46 -12.24 6.67 -------- A0V hip39043 8.281000137329102 8.20199966430664 8.163000106811523
M 39108 N/A 08:00:03.04 -23:21:03.3 7.54 8.01 -31.86 18.9 -------- A0V hip39108 7.427000045776367 7.4629998207092285 7.429999828338623
M 39551 N/A 08:04:55.50 -26:30:56.3 8.66 2.64 -9.64 3.34 -------- A0V hip39551 8.564000129699707 8.63599967956543 8.579999923706055
M 39570 N/A 08:05:06.59 -30:04:12.7 8.75 3.59 -14.26 7.99 -------- A0V hip39570 "" "" ""
M 39598 N/A 08:05:31.69 -13:34:21.0 7.48 4.33 -21.65 4.76 08055-1334 A0V hip39598 7.388999938964844 7.4070000648498535 7.38100004196167
M 39619 N/A 08:05:46.46 -33:19:59.2 7.9 3.37 -12.65 -0.07 -------- A0V hip39619 7.77400016784668 7.7829999923706055 7.796999931335449
M 39656 N/A 08:06:15.23 -40:20:37.2 8.16 2.46 0.12 -0.04 08062-4021 A0V hip39656 8.017000198364258 8.0600004196167 8.017999649047852
M 39658 N/A 08:06:17.28 -18:22:23.4 7.59 4.87 -15.74 -15.15 -------- A0V hip39658 7.47599983215332 7.497000217437744 7.4710001945495605
M 39716 N/A 08:07:05.54 -47:47:37.8 6.97 5.18 -14.74 19.87 -------- A0V hip39716 7.045000076293945 7.131999969482422 7.144000053405762
M 39864 N/A 08:08:36.15 -39:29:56.8 7.16 4.28 -13.49 16.33 -------- A0V hip39864 7.0970001220703125 7.124000072479248 7.105999946594238
M 39898 N/A 08:08:56.84 -11:20:22.7 6.31 4.47 -14.8 -2.04 -------- A0Vn hip39898 6.168000221252441 6.171999931335449 6.150000095367432
M 39932 N/A 08:09:18.45 -51:00:44.4 7.6 6.54 -22.67 21.26 08093-5101 A0V hip39932 7.439000129699707 7.409999847412109 7.388999938964844
M 39945 N/A 08:09:29.55 -31:05:08.3 8.39 2.12 -8.38 7.3 -------- A0V hip39945 8.309000015258789 8.331000328063965 8.37600040435791
M 40179 N/A 08:12:22.61 -73:10:55.6 8.68 5.02 -14.55 17.44 -------- A0V hip40179 8.543000221252441 8.576000213623047 8.567000389099121
M 40260 N/A 08:13:20.45 -42:42:00.4 8.33 4.28 -13.15 7.22 -------- A0V hip40260 8.130999565124512 8.175999641418457 8.090999603271484
M 40296 N/A 08:13:43.91 -31:32:57.2 8.82 0.71 -4.05 5.39 -------- A0V hip40296 8.572999954223633 8.579999923706055 8.567999839782715
M 40342 N/A 08:14:11.14 +17:40:33.4 6.47 9.91 0.89 14.75 08142+1741 A0Vne... hip40342 5.881999969482422 5.7769999504089355 5.736000061035156
M 40381 N/A 08:14:39.81 -25:59:58.5 8.11 3.79 -10.84 1.38 -------- A0V hip40381 7.954999923706055 7.97599983215332 7.945000171661377
M 40414 N/A 08:15:00.88 -29:04:03.9 8.93 0.41 -17.01 15.29 -------- A0V hip40414 8.812000274658203 8.87600040435791 8.79800033569336
M 40415 N/A 08:15:01.73 -79:19:07.2 7.03 6.14 -16.19 33.36 -------- A0V hip40415 6.984000205993652 7.039999961853027 7.019000053405762
M 40464 N/A 08:15:42.50 -29:09:24.9 9.35 2.6 -13.83 10.93 -------- A0V hip40464 9.253000259399414 9.253000259399414 9.20300006866455
M 40561 N/A 08:16:54.22 -21:19:14.3 6.6 5.37 -9.52 7.36 -------- A0V hip40561 6.546999931335449 6.570000171661377 6.5320000648498535
M 40588 N/A 08:17:14.65 -40:14:29.2 7.83 3.64 -17.09 12.89 -------- A0V hip40588 7.7270002365112305 7.708000183105469 7.676000118255615
M 40591 N/A 08:17:15.50 -23:44:07.7 8.42 2.98 2.05 -5.73 -------- A0V hip40591 8.253999710083008 8.277000427246094 8.206000328063965
M 40621 N/A 08:17:34.20 -58:41:50.9 7.0 7.36 -9.95 18.82 -------- A0V hip40621 7.007999897003174 7.044000148773193 7.008999824523926
M 40688 N/A 08:18:22.76 -24:36:58.3 8.24 2.36 -11.61 9.38 -------- A0V hip40688 8.135000228881836 8.182000160217285 8.173999786376953
M 40949 N/A 08:21:26.11 -80:42:26.8 8.91 4.09 -23.1 29.55 -------- A0V hip40949 8.727999687194824 8.795999526977539 8.71399974822998
M 40974 N/A 08:21:41.56 -42:50:09.1 7.71 3.29 -5.21 6.02 -------- A0V hip40974 7.672999858856201 7.757999897003174 7.671000003814697
M 41041 N/A 08:22:32.85 -33:55:24.1 8.36 1.5 -17.78 12.27 -------- A0V hip41041 8.180999755859375 8.22700023651123 8.17199993133545
M 41070 N/A 08:22:48.14 -76:25:50.8 7.25 3.61 -13.12 28.97 08228-7626 A0V hip41070 7.170000076293945 7.171999931335449 7.129000186920166
M 41077 N/A 08:22:50.66 -54:28:54.2 7.85 5.23 -29.45 19.49 -------- A0V hip41077 7.75600004196167 7.797999858856201 7.7870001792907715
M 41081 N/A 08:22:55.16 -52:07:25.4 5.89 13.68 -22.75 19.48 -------- A0V hip41081 5.861999988555908 5.870999813079834 5.873000144958496
M 41095 N/A 08:23:02.58 -27:00:54.4 8.16 3.93 -0.9 -2.68 -------- A0V hip41095 7.974999904632568 8.034000396728516 7.955999851226807
M 41154 N/A 08:23:49.38 -28:58:13.0 6.64 4.7 -1.86 10.51 08238-2858 A0V hip41154 6.520999908447266 6.580999851226807 6.501999855041504
M 41259 N/A 08:25:02.56 -21:28:17.3 9.05 2.55 -7.15 -3.84 -------- A0V hip41259 8.880999565124512 8.928999900817871 8.892000198364258
M 41307 N/A 08:25:39.63 -03:54:23.1 3.91 26.09 -66.05 -24.2 -------- A0V hip41307 3.9200000762939453 3.9200000762939453 3.930000066757202
M 41314 N/A 08:25:47.72 -15:25:48.7 8.22 5.97 -4.33 -1.93 -------- A0V hip41314 8.154000282287598 8.222999572753906 8.121999740600586
M 41373 N/A 08:26:25.20 -52:48:26.9 6.05 14.07 -37.95 1.04 -------- A0V hip41373 5.935999870300293 5.90500020980835 5.886000156402588
M 41451 N/A 08:27:16.76 -70:05:36.4 5.51 11.43 -18.51 46.57 -------- A0V hip41451 5.541999816894531 5.578000068664551 5.550000190734863
M 41464 N/A 08:27:27.55 -55:00:40.4 6.52 6.01 -8.07 10.6 08275-5501 A0V hip41464 6.5279998779296875 6.59499979019165 6.546000003814697
M 41562 N/A 08:28:27.19 -14:59:03.8 8.39 2.9 -16.66 -2.57 -------- A0V hip41562 8.137999534606934 8.100000381469727 8.031000137329102
M 41576 N/A 08:28:36.96 -41:10:27.3 7.52 3.67 -7.78 14.86 -------- A0V hip41576 7.456999778747559 7.51200008392334 7.491000175476074
M 41711 N/A 08:30:22.70 -15:22:02.4 8.44 4.23 -6.91 -3.96 -------- A0V hip41711 8.319999694824219 8.322999954223633 8.36299991607666
M 41793 N/A 08:31:16.80 -59:13:37.3 8.07 2.02 -2.77 11.57 -------- A0Vn hip41793 7.613999843597412 7.638999938964844 7.578999996185303
M 41797 N/A 08:31:19.09 -17:00:19.5 8.85 2.65 -8.68 -0.02 -------- A0V hip41797 8.736000061035156 8.802000045776367 8.800999641418457
M 41798 N/A 08:31:19.97 +37:15:53.8 6.18 4.13 -14.56 -29.85 -------- A0V hip41798 6.199999809265137 6.270999908447266 6.257999897003174
M 41829 N/A 08:31:40.23 -23:32:20.6 8.18 4.45 -6.9 -29.54 -------- A0V hip41829 8.03600025177002 8.111000061035156 8.01200008392334
M 41916 N/A 08:32:44.59 -71:47:43.6 8.15 3.83 -21.28 16.89 -------- A0V hip41916 7.934000015258789 7.914999961853027 7.894999980926514
M 41942 N/A 08:33:02.08 -48:24:56.2 9.09 2.63 -14.11 10.71 -------- A0V hip41942 8.842000007629395 8.817999839782715 8.75100040435791
M 41947 N/A 08:33:04.18 -29:58:32.4 8.88 0.64 1.71 -3.94 -------- A0V hip41947 8.70300006866455 8.730999946594238 8.701000213623047
M 41987 N/A 08:33:30.37 -15:12:13.0 8.06 3.14 -6.65 2.16 -------- A0V hip41987 7.968999862670898 8.015000343322754 7.961999893188477
M 42113 N/A 08:35:05.36 -28:53:58.7 8.09 4.06 -28.85 12.16 -------- A0V hip42113 8.067999839782715 8.121999740600586 8.118000030517578
M 42289 N/A 08:37:19.77 -24:18:07.2 8.63 0.46 -3.23 -2.76 -------- A0V hip42289 8.371999740600586 8.401000022888184 8.32699966430664
M 42334 N/A 08:37:52.15 -26:15:18.0 5.24 13.49 -23.44 -12.23 08379-2615 A0V hip42334 5.283999919891357 5.349999904632568 5.321000099182129
M 42425 N/A 08:39:05.16 -70:23:12.2 5.19 13.64 19.21 -38.05 08391-7023 A0V hip42425 5.130000114440918 5.170000076293945 5.210000038146973
M 42444 N/A 08:39:14.92 -12:44:14.8 6.65 3.85 -0.65 -7.3 -------- A0V hip42444 6.493000030517578 6.4770002365112305 6.440000057220459
M 42524 N/A 08:40:11.90 -28:24:52.3 8.21 2.93 -14.27 1.64 -------- A0V hip42524 8.067000389099121 8.062000274658203 8.026000022888184
M 42555 N/A 08:40:26.87 -27:15:28.3 8.12 5.37 3.34 -7.45 -------- A0V hip42555 7.895999908447266 7.855999946594238 7.839000225067139
M 42610 N/A 08:41:03.53 -64:20:05.3 7.72 6.05 -30.59 19.11 -------- A0V hip42610 7.63100004196167 7.665999889373779 7.607999801635742
M 42687 N/A 08:42:00.93 -41:49:47.9 8.85 3.03 -24.59 0.48 -------- A0V hip42687 8.76099967956543 8.836000442504883 8.765000343322754
M 42702 N/A 08:42:09.95 -52:58:03.7 7.38 6.47 -25.9 23.17 -------- A0V hip42702 7.336999893188477 7.353000164031982 7.335999965667725
M 42775 N/A 08:42:57.00 -35:56:35.9 6.42 7.43 -10.54 20.21 -------- A0V hip42775 6.335000038146973 6.353000164031982 6.328000068664551
M 42853 N/A 08:43:56.14 +19:02:03.0 8.3 2.91 -21.84 -0.06 08439+1902 A0V hip42853 7.617000102996826 7.318999767303467 7.235000133514404
M 42930 N/A 08:45:00.73 -30:58:41.0 7.16 3.89 -8.15 7.08 -------- A0V hip42930 6.949999809265137 7.035999774932861 6.923999786376953
M 43018 N/A 08:45:59.26 +13:15:48.6 8.7 0.34 -41.83 -112.42 -------- A0V hip43018 8.520999908447266 8.524999618530273 8.522000312805176
M 43081 N/A 08:46:30.47 -32:50:26.7 8.82 3.68 -13.76 8.79 -------- A0V hip43081 8.685999870300293 8.713000297546387 8.682000160217285
M 43234 N/A 08:48:25.97 +05:50:16.1 4.35 9.67 -17.51 -29.79 08484+0550 A0Vn hip43234 4.495999813079834 4.507999897003174 4.360000133514404
M 43497 N/A 08:51:34.54 -54:41:05.0 9.04 3.53 -14.91 11.09 -------- A0V hip43497 8.977999687194824 9.008999824523926 8.96500015258789
M 43620 N/A 08:53:03.78 -56:38:58.1 6.02 11.01 -22.86 36.45 -------- A0V hip43620 6.039999961853027 6.046999931335449 6.044000148773193
M 43621 N/A 08:53:04.93 -35:14:28.0 8.73 4.22 -5.91 6.71 -------- A0V hip43621 8.472000122070312 8.454999923706055 8.444999694824219
M 43656 N/A 08:53:36.86 -43:31:58.4 7.56 2.95 -7.67 9.89 -------- A0V hip43656 7.421000003814697 7.460999965667725 7.415999889373779
M 43697 N/A 08:53:59.99 -49:48:59.7 9.25 3.61 -9.15 3.05 -------- A0V hip43697 9.079999923706055 9.118000030517578 9.034000396728516
M 43762 N/A 08:54:52.29 -77:36:20.5 8.31 2.13 -1.65 12.71 -------- A0V hip43762 8.027999877929688 8.027999877929688 8.027999877929688
M 43794 N/A 08:55:08.87 -46:21:39.0 7.57 5.71 -9.65 -15.75 08551-4622 A0V hip43794 7.460999965667725 7.514999866485596 7.433000087738037
M 43796 N/A 08:55:10.83 -58:41:26.2 8.58 2.78 -21.21 9.81 -------- A0V hip43796 8.503000259399414 8.54800033569336 8.538999557495117
M 43839 N/A 08:55:44.09 -78:44:10.1 9.02 1.06 -9.45 14.57 -------- A0Vn hip43839 8.618000030517578 8.585000038146973 8.569000244140625
M 43971 N/A 08:57:15.03 -56:45:31.6 9.01 2.99 -11.5 1.43 -------- A0V hip43971 8.829999923706055 8.852999687194824 8.802000045776367
M 44048 N/A 08:58:14.69 -26:20:59.4 8.4 3.99 2.85 -5.08 -------- A0V hip44048 8.092000007629395 8.133999824523926 8.043000221252441
M 44098 N/A 08:58:55.74 -54:38:02.9 7.63 5.74 -13.89 19.64 -------- A0Vn hip44098 7.571000099182129 7.584000110626221 7.552000045776367
M 44165 N/A 08:59:43.99 -22:08:11.3 8.84 2.28 -14.32 2.82 -------- A0V hip44165 8.439000129699707 8.428999900817871 8.378000259399414
M 44170 N/A 08:59:46.97 -34:05:00.7 8.94 2.69 -7.42 2.11 -------- A0V hip44170 8.755000114440918 8.795000076293945 8.739999771118164
M 44177 N/A 08:59:54.34 -68:05:36.6 7.53 5.22 -37.63 -4.6 -------- A0V hip44177 7.552999973297119 7.505000114440918 7.593999862670898
M 44196 N/A 09:00:09.90 -29:05:38.9 8.95 3.4 -1.43 -9.49 -------- A0V hip44196 8.555999755859375 8.486000061035156 8.454000473022461
M 44296 N/A 09:01:18.15 -79:27:22.0 8.76 2.31 -11.83 15.01 -------- A0Vn hip44296 8.390999794006348 8.395999908447266 8.37399959564209
M 44320 N/A 09:01:33.54 -14:29:28.0 8.33 2.82 -14.21 -3.26 -------- B9.5/A0V hip44320 8.21399974822998 8.237000465393066 8.211000442504883
M 44360 N/A 09:02:01.75 -35:41:17.7 7.65 6.81 -35.51 19.94 -------- A0V hip44360 7.5320000648498535 7.572000026702881 7.515999794006348
M 44380 N/A 09:02:24.73 -55:01:49.3 7.57 6.87 -36.53 13.43 -------- A0V hip44380 7.4679999351501465 7.510000228881836 7.491000175476074
M 44389 N/A 09:02:32.12 -37:55:59.7 9.05 2.55 -10.46 3.65 -------- A0V hip44389 8.911999702453613 8.998000144958496 8.935999870300293
M 44395 N/A 09:02:35.58 -42:42:26.6 7.3 4.35 0.7 -16.25 -------- A0V hip44395 7.090000152587891 7.060999870300293 7.076000213623047
M 44417 N/A 09:02:52.64 -24:14:58.4 8.38 4.6 -16.71 9.09 -------- A0V hip44417 8.119999885559082 8.093000411987305 8.065999984741211
M 44442 N/A 09:03:16.12 -33:36:02.4 7.15 7.55 -18.51 0.25 09033-3336 A0V+... hip44442 7.103000164031982 7.111999988555908 7.086999893188477
M 44449 N/A 09:03:20.64 -50:07:58.7 9.12 2.35 -13.37 1.01 -------- A0V hip44449 8.92300033569336 8.904000282287598 8.864999771118164
M 44631 N/A 09:05:40.19 -47:32:22.8 9.09 2.01 -11.69 8.44 -------- A0V hip44631 8.942000389099121 8.913000106811523 8.911999702453613
M 44643 N/A 09:05:48.27 -51:27:38.7 8.58 1.27 -16.23 14.6 -------- A0V hip44643 8.413000106811523 8.42300033569336 8.420000076293945
M 44692 N/A 09:06:27.33 -22:22:41.1 9.26 3.53 -20.98 3.36 -------- A0V hip44692 8.894000053405762 8.847000122070312 8.821000099182129
M 44734 N/A 09:06:54.84 -68:29:21.9 9.27 2.69 36.48 22.87 -------- A0V hip44734 8.968999862670898 8.928000450134277 8.894000053405762
M 44751 N/A 09:07:12.08 -34:31:10.8 7.88 3.62 -14.9 14.52 -------- A0V hip44751 7.796000003814697 7.833000183105469 7.78000020980835
M 44783 N/A 09:07:39.22 -50:29:54.0 8.82 2.43 -7.12 2.89 -------- A0V hip44783 8.609000205993652 8.618000030517578 8.595999717712402
M 44826 N/A 09:08:05.13 -27:45:12.3 9.01 4.52 -10.72 -6.81 -------- A0V hip44826 8.802000045776367 8.802000045776367 8.776000022888184
M 44829 N/A 09:08:06.19 -22:03:54.4 9.78 3.52 -12.65 8.25 09081-2204 A0V hip44829 9.508000373840332 9.470999717712402 9.402999877929688
M 45007 N/A 09:10:00.78 -50:54:26.9 9.19 0.97 -6.86 9.43 -------- A0V hip45007 8.947999954223633 8.942000389099121 8.85200023651123
M 45009 N/A 09:10:02.65 -21:25:05.5 8.23 3.03 -19.37 7.72 -------- A0V hip45009 7.8460001945495605 7.835999965667725 7.71999979019165
M 45037 N/A 09:10:23.00 -23:10:36.1 6.53 7.85 -33.36 5.2 -------- A0V hip45037 6.506999969482422 6.551000118255615 6.488999843597412
M 45079 N/A 09:10:57.72 -43:16:02.9 7.02 6.2 13.72 -31.71 -------- A0V hip45079 6.86299991607666 6.853000164031982 6.836999893188477
M 45092 N/A 09:11:07.54 -49:43:31.6 8.59 4.41 -15.3 -1.18 -------- A0V hip45092 8.390999794006348 8.383999824523926 8.36400032043457
M 45167 N/A 09:12:12.88 +03:52:01.1 6.14 8.68 -50.77 -4.7 -------- A0V hip45167 6.142000198364258 6.163000106811523 6.11899995803833
M 45176 N/A 09:12:21.89 -28:56:51.3 6.76 4.34 -22.03 16.0 -------- A0V hip45176 6.629000186920166 6.644999980926514 6.5879998207092285
M 45259 N/A 09:13:25.82 -38:36:59.3 6.31 4.56 -1.5 -14.68 -------- A0V hip45259 6.184999942779541 6.203000068664551 6.176000118255615
M 45288 N/A 09:13:47.51 -28:05:24.1 7.94 2.76 -20.28 14.42 -------- A0V hip45288 7.7789998054504395 7.817999839782715 7.769000053405762
M 45371 N/A 09:14:46.39 -35:57:43.0 7.28 5.72 -23.33 6.66 -------- A0V hip45371 7.2210001945495605 7.23199987411499 7.198999881744385
M 45395 N/A 09:15:03.89 -48:30:13.4 8.87 4.5 -23.2 13.0 -------- A0V hip45395 8.79800033569336 8.819000244140625 8.767999649047852
M 45424 N/A 09:15:24.94 -15:01:29.6 6.32 9.38 -11.01 -17.01 -------- A0V hip45424 6.244999885559082 6.27400016784668 6.245999813079834
M 45458 N/A 09:15:51.48 -35:26:08.3 8.78 0.93 -6.39 3.77 09159-3526 A0V hip45458 8.79800033569336 8.840999603271484 8.78600025177002
M 45479 N/A 09:16:02.67 -58:12:19.3 9.72 5.12 -12.57 13.26 -------- A0V hip45479 9.467000007629395 9.437000274658203 9.399999618530273
M 45545 N/A 09:16:57.99 -45:00:43.0 6.75 5.77 -17.08 2.59 -------- A0V hip45545 6.690000057220459 6.738999843597412 6.691999912261963
M 45585 N/A 09:17:27.56 -74:44:04.4 5.86 12.37 -29.08 35.19 -------- A0V hip45585 5.900000095367432 5.920000076293945 5.864999771118164
M 45620 N/A 09:17:54.99 -69:48:16.8 8.16 1.44 -4.17 4.71 09179-6948 A0V: hip45620 8.010000228881836 7.961999893188477 7.9710001945495605
M 45666 N/A 09:18:30.66 -21:36:22.6 8.83 3.51 -8.69 -2.33 -------- A0V hip45666 8.628000259399414 8.656999588012695 8.63700008392334
M 45712 N/A 09:19:07.86 -22:33:11.0 7.19 5.91 -27.48 24.24 -------- A0V hip45712 7.014999866485596 7.064000129699707 7.020999908447266
M 45769 N/A 09:19:58.33 -27:46:35.0 8.29 0.06 -19.02 6.55 09200-2747 A0V+... hip45769 8.140999794006348 8.16100025177002 8.105999946594238
M 45793 N/A 09:20:13.97 -25:37:40.1 8.72 1.29 -15.18 10.84 -------- A0V hip45793 8.430000305175781 8.430000305175781 8.329999923706055
M 45800 N/A 09:20:18.91 -41:26:26.7 8.88 1.81 -10.16 5.74 -------- A0V hip45800 8.732000350952148 8.732999801635742 8.689000129699707
M 45820 N/A 09:20:33.18 -44:16:59.4 8.02 5.04 -23.93 10.43 -------- A0V hip45820 7.747000217437744 7.742000102996826 7.664999961853027
M 45862 N/A 09:21:04.34 -69:18:15.9 8.06 3.71 -17.41 21.05 -------- A0V hip45862 7.8979997634887695 7.951000213623047 7.896999835968018
M 45865 N/A 09:21:08.28 -16:14:23.7 8.75 5.44 -18.37 3.0 -------- A0V hip45865 8.545999526977539 8.557999610900879 8.505000114440918
M 45926 N/A 09:21:51.72 -40:46:43.0 9.17 0.51 -8.35 4.32 -------- A0V hip45926 9.062999725341797 9.081000328063965 9.04699993133545
M 45945 N/A 09:22:10.23 -31:47:52.9 8.45 2.83 -21.49 16.84 -------- A0V hip45945 8.288000106811523 8.319999694824219 8.279999732971191
M 45977 N/A 09:22:34.04 -52:07:29.8 8.92 1.35 -21.95 16.03 -------- A0V hip45977 8.741999626159668 8.807999610900879 8.715999603271484
M 45981 N/A 09:22:36.80 -53:26:01.4 8.63 2.2 -18.12 16.39 -------- A0Vm... hip45981 8.402999877929688 8.39900016784668 8.354999542236328
M 45986 N/A 09:22:42.79 -49:16:26.3 9.2 1.67 -1.77 6.84 -------- A0V hip45986 9.005000114440918 9.015999794006348 9.015000343322754
M 46016 N/A 09:23:05.33 -51:54:15.2 8.84 2.43 -14.72 8.1 -------- A0V hip46016 8.666999816894531 8.725000381469727 8.656000137329102
M 46124 N/A 09:24:21.97 -39:05:57.9 9.08 3.19 -20.64 8.03 -------- A0V hip46124 8.939000129699707 8.967000007629395 8.902000427246094
M 46142 N/A 09:24:36.18 -36:57:08.1 8.51 2.79 -17.09 10.51 -------- A0V hip46142 8.366000175476074 8.355999946594238 8.295000076293945
M 46201 N/A 09:25:12.79 -42:30:38.6 9.87 3.1 -9.72 2.08 -------- A0V hip46201 9.725000381469727 9.661999702453613 9.64900016784668
M 46216 N/A 09:25:20.10 -48:16:25.6 8.36 2.93 -13.14 14.0 09253-4816 A0V hip46216 8.255000114440918 8.265000343322754 8.211000442504883
M 46307 N/A 09:26:35.90 -50:18:05.6 8.77 3.08 -12.55 2.72 -------- A0V hip46307 8.472999572753906 8.456000328063965 8.414999961853027
M 46313 N/A 09:26:39.70 -24:10:04.2 6.91 7.03 -40.74 5.84 -------- A0V hip46313 6.875999927520752 6.947999954223633 6.875999927520752
M 46460 N/A 09:28:30.55 -66:42:06.8 5.9 12.17 -34.47 45.82 -------- A0V hip46460 5.808000087738037 5.811999797821045 5.714000225067139
M 46530 N/A 09:29:24.92 -50:25:26.6 9.44 0.53 -16.94 9.77 -------- A0V hip46530 9.041000366210938 9.020999908447266 8.956000328063965
M 46563 N/A 09:29:45.60 -35:20:33.3 8.56 3.58 -13.36 7.31 -------- A0V hip46563 8.454000473022461 8.456000328063965 8.392999649047852
M 46619 N/A 09:30:23.22 -29:49:40.0 9.62 -3.53 -9.7 -0.94 -------- A0V hip46619 9.484999656677246 9.479999542236328 9.47599983215332
M 46852 N/A 09:32:51.81 -54:35:45.8 7.97 4.36 -17.83 21.02 -------- A0V hip46852 7.881999969482422 7.9019999504089355 7.892000198364258
M 46890 N/A 09:33:17.67 -21:23:31.3 6.68 7.6 -16.38 -11.21 -------- A0V hip46890 6.580999851226807 6.566999912261963 6.534999847412109
M 46980 N/A 09:34:30.88 -41:08:14.8 9.9 3.91 1.97 -2.59 -------- A0V hip46980 9.699999809265137 9.680999755859375 9.64799976348877
M 47020 N/A 09:34:57.19 -34:22:02.6 7.32 4.42 -0.95 -1.88 -------- A0V hip47020 7.229000091552734 7.248000144958496 7.247000217437744
M 47070 N/A 09:35:33.80 -19:35:00.2 6.33 11.5 -27.84 -35.48 09356-1935 A0V hip47070 6.196000099182129 6.191999912261963 6.1479997634887695
M 47077 N/A 09:35:39.92 -48:55:14.2 8.37 2.4 -15.05 7.53 -------- A0V hip47077 8.293000221252441 8.411999702453613 8.333000183105469
M 47184 N/A 09:36:55.29 -48:46:19.5 8.62 1.83 -12.88 1.32 -------- A0V hip47184 8.531000137329102 8.555999755859375 8.505000114440918
